SalePrice,PID,Lot Frontage,Lot Area,Street,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Heating,Central Air,Electrical,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Gr Liv Area,Functional,Screen Porch,Pool Area,Yr Sold,Sale Type
200000,535402330,91,11643,Pave,"NAmes",Duplex,2Story,5,5,1969,Gable,GasA,Y,SBrkr,2,2,6,12,2634,Typ,0,0,2009,WD
145000,907135260,57,9245,Pave,CollgCr,1Fam,1Story,5,5,1994,Gable,GasA,Y,SBrkr,1,0,3,5,990,Typ,0,0,2008,WD
200000,528188160,48,3242,Pave,NridgHt,TwnhsE,1Story,7,5,2003,Gable,GasA,Y,SBrkr,2,0,2,6,1405,Typ,0,0,2007,WD
132250,923204050,94,25286,Pave,Mitchel,1Fam,1Story,4,5,1963,Gable,GasA,Y,SBrkr,1,0,3,5,1040,Typ,0,0,2007,WD
277000,906402070,NA,14364,Pave,SawyerW,1Fam,2Story,7,5,1988,Gable,GasA,Y,SBrkr,2,1,3,7,2062,Typ,154,0,2007,WD
257500,909281080,78,10452,Pave,Crawfor,1Fam,1.5Fin,7,6,1941,Gable,GasA,Y,SBrkr,1,1,4,8,2133,Typ,0,0,2010,WD
105000,902108060,66,3960,Pave,OldTown,1Fam,2Story,7,8,1930,Gable,GasA,N,SBrkr,1,0,2,5,1004,Typ,0,0,2006,WD
85000,908203090,64,6410,Pave,Edwards,1Fam,1Story,4,5,1959,Gable,GasA,Y,FuseA,1,0,3,5,876,Typ,0,0,2009,WD
152000,535453180,70,7903,Pave,"NAmes",1Fam,1Story,5,5,1960,Hip,GasA,Y,FuseA,1,1,3,6,1242,Typ,0,0,2007,WD
108000,905104170,NA,8978,Pave,Sawyer,1Fam,1Story,5,5,1968,Gable,GasA,Y,SBrkr,1,0,3,6,948,Typ,0,0,2007,WD
112000,923275140,NA,8780,Pave,Mitchel,1Fam,1Story,5,5,1985,Gable,GasA,Y,SBrkr,1,0,3,5,833,Typ,0,0,2009,WD
232000,528429050,75,11957,Pave,Somerst,1Fam,1Story,8,5,2006,Gable,GasA,Y,SBrkr,2,0,3,7,1574,Typ,0,0,2008,WD
156500,535152230,70,8400,Pave,"NAmes",1Fam,1Story,6,3,1957,Hip,GasA,Y,SBrkr,1,1,3,6,1478,Typ,216,0,2009,WD
210000,907412070,65,8450,Pave,CollgCr,1Fam,1Story,7,5,2004,Gable,GasA,Y,SBrkr,2,0,3,8,1436,Typ,0,0,2008,WD
95000,904350045,65,6001,Pave,SWISU,1Fam,1.5Fin,6,5,1940,Gable,GasA,N,SBrkr,1,0,3,5,919,Typ,0,0,2010,WD
85000,902205020,50,5925,Pave,OldTown,1Fam,1.5Fin,4,6,1900,Gable,GasA,N,SBrkr,1,0,3,6,1141,Typ,0,0,2007,ConLw
317000,528120150,76,9591,Pave,NridgHt,1Fam,2Story,8,5,2004,Gable,GasA,Y,SBrkr,2,1,4,9,2473,Typ,0,0,2007,WD
148000,535426350,NA,12929,Pave,"NAmes",1Fam,1Story,6,6,1960,Gable,GasA,Y,SBrkr,1,0,3,5,1081,Typ,0,0,2008,WD
179600,907414060,63,8500,Pave,CollgCr,1Fam,1Story,7,5,2004,Gable,GasA,Y,SBrkr,2,0,3,7,1422,Typ,0,0,2007,WD
65000,911226030,60,9000,Grvl,IDOTRR,1Fam,2Story,4,6,1920,Gable,GasA,Y,SBrkr,1,1,3,5,864,Min2,0,0,2008,WD
240000,905425125,75,45600,Pave,ClearCr,1Fam,1.5Fin,6,8,1908,Gable,GasA,Y,SBrkr,3,0,5,10,2358,Typ,175,0,2008,WD
260000,528439040,74,8847,Pave,Somerst,1Fam,1Story,8,5,2005,Gable,GasA,Y,SBrkr,2,0,3,7,1538,Typ,0,0,2007,WD
380000,528110100,105,13693,Pave,NridgHt,1Fam,2Story,9,5,2006,Hip,GasA,Y,SBrkr,2,1,3,9,2643,Typ,0,0,2007,WD
213750,533253180,40,3840,Pave,Greens,TwnhsE,1Story,8,6,1978,Gable,GasA,Y,SBrkr,1,0,1,4,1295,Typ,0,0,2007,WD
177000,527427200,26,10943,Pave,"NAmes",TwnhsE,1Story,6,5,1997,Gable,GasA,Y,SBrkr,2,0,2,5,1337,Typ,0,0,2007,WD
158000,905106140,80,9364,Pave,Sawyer,1Fam,2Story,6,7,1969,Gable,GasA,Y,SBrkr,1,1,4,7,1352,Typ,0,0,2010,WD
139950,535105030,75,7875,Pave,"NAmes",1Fam,1Story,5,6,1961,Gable,GasA,Y,SBrkr,1,0,3,6,1144,Typ,0,0,2008,WD
310000,528477050,85,11003,Pave,Somerst,1Fam,2Story,10,5,2008,Gable,GasA,Y,SBrkr,2,1,3,10,2007,Typ,0,0,2009,WD
270000,905109170,NA,20062,Pave,ClearCr,1Fam,1Story,7,7,1977,Hip,GasA,Y,SBrkr,1,1,1,4,1483,Typ,0,0,2010,WD
130000,905377020,NA,22692,Pave,Edwards,1Fam,1Story,5,5,1953,Gable,GasA,Y,SBrkr,2,0,3,6,1630,Mod,0,0,2007,COD
151000,532353180,88,8471,Pave,Sawyer,1Fam,SLvl,6,7,1977,Gable,GasA,Y,SBrkr,1,0,3,6,1212,Typ,0,0,2006,WD
80500,903232170,52,6240,Pave,BrkSide,1Fam,1.5Fin,4,5,1947,Gable,GasA,N,SBrkr,1,0,2,3,912,Typ,0,0,2006,WD
300000,911370530,44,3842,Pave,Crawfor,TwnhsE,1Story,8,5,2004,Hip,GasA,Y,SBrkr,2,0,2,5,1646,Typ,155,0,2006,WD
155000,535305120,75,10170,Pave,"NAmes",1Fam,1Story,6,6,1951,Hip,GasA,Y,SBrkr,1,1,2,5,1575,Typ,0,0,2006,WD
206000,534128020,NA,12732,Pave,NWAmes,1Fam,2Story,7,6,1974,Gable,GasA,Y,SBrkr,2,1,3,7,2067,Typ,0,0,2009,WD
179540,528221090,65,9018,Pave,Gilbert,1Fam,2Story,7,5,2007,Hip,GasA,Y,SBrkr,2,1,3,8,1456,Typ,0,0,2007,New
226700,528477040,75,9803,Pave,Somerst,1Fam,2Story,7,5,2005,Gable,GasA,Y,SBrkr,2,1,3,7,1768,Typ,0,0,2008,WD
221800,906380220,95,10324,Pave,CollgCr,1Fam,1Story,8,5,2008,Gable,GasA,Y,SBrkr,2,0,2,5,1254,Typ,0,0,2009,WD
142500,923275080,37,7937,Pave,Mitchel,1Fam,SLvl,6,6,1984,Gable,GasA,Y,SBrkr,1,0,3,6,1003,Typ,0,0,2006,WD
220000,906223040,75,9317,Pave,SawyerW,1Fam,2Story,7,5,1994,Gable,GasA,Y,SBrkr,2,1,3,7,1958,Typ,0,0,2007,CWD
73000,923226180,21,1470,Pave,MeadowV,Twnhs,SFoyer,4,6,1970,Gable,GasA,Y,SBrkr,1,0,1,3,630,Typ,0,0,2006,WD
332000,906340130,65,10816,Pave,CollgCr,1Fam,1Story,9,5,2008,Gable,GasA,Y,SBrkr,2,0,3,8,1720,Typ,0,0,2009,WD
500067,528118050,59,17169,Pave,NridgHt,1Fam,1Story,10,5,2007,Hip,GasA,Y,SBrkr,2,1,2,7,2290,Typ,0,0,2007,New
148000,527328020,NA,10395,Pave,NWAmes,1Fam,SLvl,6,6,1978,Gable,GasA,Y,SBrkr,2,0,3,6,1032,Typ,0,0,2007,WD
120500,527405160,60,6960,Pave,"NAmes",1Fam,1Story,4,6,1970,Gable,GasA,Y,SBrkr,1,0,3,5,864,Typ,0,0,2009,WD
113000,923250210,100,21750,Pave,Mitchel,1Fam,1Story,5,5,1954,Hip,GasA,Y,FuseA,1,0,2,4,988,Typ,0,0,2008,WD
180000,905107240,78,10335,Pave,Sawyer,1Fam,1Story,5,6,1968,Gable,GasA,Y,SBrkr,2,1,3,7,1721,Min1,0,0,2006,WD
320000,908154040,86,13286,Pave,Edwards,1Fam,1Story,9,5,2007,Hip,GasA,Y,SBrkr,2,0,3,8,1698,Typ,0,0,2009,WD
214500,903400220,NA,11888,Pave,BrkSide,1Fam,2.5Unf,6,6,1916,Gable,GasA,N,FuseA,2,0,5,10,2134,Typ,0,0,2009,WD
145000,905226110,NA,10532,Pave,ClearCr,1Fam,1Story,5,3,1960,Flat,GasA,Y,SBrkr,2,0,3,7,1721,Mod,0,0,2008,WD
179200,531451030,50,8012,Pave,SawyerW,TwnhsE,1Story,6,5,1992,Gable,GasA,Y,SBrkr,2,0,2,5,1575,Typ,0,0,2007,WD
306000,528112020,98,11478,Pave,NridgHt,1Fam,1Story,8,5,2007,Gable,GasA,Y,SBrkr,2,0,3,7,1704,Typ,0,0,2010,WD
35000,909101330,60,8088,Pave,Edwards,1Fam,1Story,2,3,1922,Gable,GasA,N,FuseF,1,0,1,3,498,Typ,0,0,2006,ConLD
165500,534477270,80,9600,Pave,"NAmes",1Fam,SLvl,6,6,1955,Hip,GasA,Y,SBrkr,1,0,3,8,1661,Typ,178,0,2008,WD
269790,528354060,92,9920,Pave,NoRidge,1Fam,2Story,7,5,1996,Gable,GasA,Y,SBrkr,2,1,3,8,2013,Typ,0,0,2007,WD
214000,907254050,45,9468,Pave,CollgCr,1Fam,2Story,6,5,1999,Gable,GasA,Y,SBrkr,2,1,3,7,1755,Typ,0,0,2006,WD
180500,903400040,60,13515,Pave,BrkSide,1Fam,2Story,6,6,1919,Gambrel,GasA,Y,FuseA,1,0,3,8,1824,Typ,0,0,2007,WD
213000,527302090,93,12299,Pave,NWAmes,1Fam,1Story,7,6,1978,Gable,GasA,Y,SBrkr,2,0,3,7,1664,Typ,0,0,2007,WD
82500,527326040,85,11900,Pave,NWAmes,1Fam,1Story,7,5,1977,Hip,GasA,Y,SBrkr,2,0,3,6,1411,Typ,0,0,2009,WD
178000,533208140,37,3435,Pave,Somerst,TwnhsE,1Story,7,5,2004,Gable,GasA,Y,SBrkr,2,0,1,5,1245,Typ,0,0,2008,WD
244000,916226090,46,4054,Pave,Timber,TwnhsE,1Story,7,6,1987,Gable,GasA,Y,SBrkr,2,0,2,5,1501,Typ,0,0,2007,WD
169000,902100110,62,9856,Pave,OldTown,1Fam,2Story,5,8,1900,Hip,GasA,Y,FuseA,2,0,5,8,2014,Typ,0,0,2006,WD
174000,527359160,64,8991,Pave,NWAmes,1Fam,SLvl,7,6,1976,Gable,GasA,Y,SBrkr,2,0,3,5,1324,Typ,0,0,2007,WD
248500,531451290,70,9370,Pave,SawyerW,1Fam,2Story,6,5,1992,Gable,GasA,Y,SBrkr,2,1,3,7,1731,Typ,224,0,2006,WD
127500,908103320,35,9400,Pave,Edwards,Duplex,SFoyer,6,5,1975,Flat,GasA,Y,SBrkr,2,0,4,4,980,Typ,0,0,2006,WD
112900,534479150,63,7584,Pave,"NAmes",1Fam,1Story,5,5,1953,Hip,GasA,Y,SBrkr,1,0,3,5,1036,Typ,0,0,2008,WD
217300,528253020,55,7301,Pave,NridgHt,TwnhsE,1Story,7,6,2007,Gable,GasA,Y,SBrkr,2,0,2,6,1358,Typ,0,0,2008,New
187000,531450170,76,9291,Pave,SawyerW,1Fam,2Story,6,5,1993,Gable,GasA,Y,SBrkr,2,1,3,7,1710,Typ,0,0,2008,WD
215000,909426080,78,15600,Pave,Crawfor,Duplex,2Story,5,6,1950,Gable,GasA,Y,SBrkr,2,1,5,11,2177,Typ,0,0,2010,WD
556581,527212030,85,16056,Pave,StoneBr,1Fam,2Story,9,5,2005,Hip,GasA,Y,SBrkr,3,1,4,11,2868,Typ,0,0,2006,New
80000,923228110,21,1477,Pave,MeadowV,TwnhsE,SFoyer,4,4,1970,Gable,GasA,Y,SBrkr,1,0,1,3,630,Typ,0,0,2009,WD
150000,907200280,38,15240,Pave,CollgCr,1Fam,1Story,5,8,1977,Gable,GasA,Y,SBrkr,1,1,3,5,1026,Typ,0,0,2010,WD
144000,535377090,64,6979,Pave,OldTown,Duplex,SFoyer,6,5,1980,Gable,GasA,Y,SBrkr,0,0,0,4,1056,Typ,0,0,2010,WD
115000,532376170,65,8450,Pave,Sawyer,2fmCon,1Story,5,5,1968,Gable,GasA,N,SBrkr,1,0,3,5,890,Typ,0,0,2008,WD
115000,923202060,100,21750,Pave,Mitchel,1Fam,1Story,5,4,1960,Hip,GasA,Y,SBrkr,1,0,3,9,1771,Min1,0,0,2009,WD
142500,905300080,100,13350,Pave,Sawyer,1Fam,1Story,5,5,1974,Hip,GasA,Y,SBrkr,1,0,3,5,894,Typ,0,0,2006,WD
68000,535377070,60,10914,Pave,"NAmes",1Fam,1Story,3,3,1929,Hip,GasA,N,FuseP,1,0,2,4,715,Typ,112,0,2006,WD
105000,923225310,21,1974,Pave,MeadowV,Twnhs,SFoyer,4,7,1973,Gable,GasA,Y,SBrkr,1,0,2,5,988,Typ,0,0,2008,WD
200000,907185050,70,8750,Pave,CollgCr,1Fam,2Story,6,5,1998,Gable,GasA,Y,SBrkr,2,1,3,7,1772,Typ,0,0,2009,WD
183600,906380150,64,7488,Pave,CollgCr,1Fam,1Story,7,5,2005,Gable,GasA,Y,SBrkr,2,0,2,6,1208,Typ,0,0,2006,WD
136500,907290150,37,4435,Pave,CollgCr,TwnhsE,1Story,6,5,2003,Gable,GasA,Y,SBrkr,1,0,1,3,848,Typ,0,0,2008,WD
215700,907176010,NA,13142,Pave,CollgCr,1Fam,2Story,6,5,1997,Gable,GasA,Y,SBrkr,2,1,3,6,1771,Typ,0,0,2008,WD
169990,528218030,65,10237,Pave,Gilbert,1Fam,1Story,6,5,2005,Gable,GasA,Y,SBrkr,2,0,3,6,1316,Typ,0,0,2006,New
322400,528102120,91,11825,Pave,NridgHt,1Fam,1Story,8,5,2006,Gable,GasA,Y,SBrkr,2,0,3,7,1694,Typ,0,0,2007,New
212999,906382060,73,8760,Pave,CollgCr,1Fam,1Story,8,5,2006,Gable,GasA,Y,SBrkr,2,0,3,7,1500,Typ,0,0,2007,WD
176432,906394050,78,9317,Pave,CollgCr,1Fam,1Story,6,5,2006,Gable,GasA,Y,SBrkr,2,0,3,6,1314,Typ,0,0,2007,WD
468000,528441090,85,11128,Pave,Somerst,1Fam,1Story,9,5,2005,Hip,GasA,Y,SBrkr,2,0,2,9,2490,Typ,0,0,2009,WD
204500,528456160,92,9215,Pave,Somerst,1Fam,1Story,7,5,2009,Hip,GasA,Y,SBrkr,2,0,2,4,1218,Typ,0,0,2010,New
203000,531369020,76,10141,Pave,SawyerW,1Fam,1Story,8,5,2004,Gable,GasA,Y,SBrkr,2,0,3,6,1512,Typ,0,0,2009,WD
114000,535375160,45,7506,Pave,OldTown,1Fam,1.5Fin,5,8,1925,Gable,GasA,Y,SBrkr,1,0,3,5,1159,Typ,0,0,2008,WD
158000,905106210,NA,11553,Pave,Sawyer,1Fam,1Story,5,5,1968,Hip,GasA,Y,SBrkr,1,1,3,7,1159,Typ,0,0,2006,WD
136870,535477090,69,7590,Pave,"NAmes",1Fam,1Story,5,5,1963,Gable,GasA,Y,SBrkr,1,0,3,6,1117,Typ,0,0,2008,COD
254900,914467040,85,11050,Pave,Mitchel,1Fam,2Story,8,5,1998,Gable,GasA,Y,SBrkr,2,1,3,8,1916,Typ,0,0,2010,WD
156500,906201050,66,19255,Pave,SawyerW,1Fam,SLvl,6,5,1983,Gable,GasA,Y,SBrkr,1,1,2,5,1338,Min2,0,0,2009,WD
202500,528181080,44,6442,Pave,NridgHt,TwnhsE,1Story,8,5,2006,Gable,GasA,Y,SBrkr,2,0,2,6,1370,Typ,0,0,2007,WD
159895,528228465,43,3182,Pave,Blmngtn,1Fam,1Story,7,5,2007,Gable,GasA,Y,SBrkr,2,0,2,6,1266,Typ,0,0,2008,WD
142500,531375070,63,13072,Pave,SawyerW,1Fam,1Story,6,5,2005,Gable,GasA,Y,SBrkr,1,1,3,6,1141,Typ,0,0,2006,WD
84900,534427010,98,13260,Pave,"NAmes",Duplex,1Story,5,6,1962,Hip,GasA,Y,SBrkr,2,0,6,10,1728,Typ,0,0,2010,Oth
215200,528458070,72,8640,Pave,Somerst,1Fam,2Story,7,5,2009,Gable,GasA,Y,SBrkr,2,1,3,7,1547,Typ,0,0,2010,Con
129000,905104030,70,8400,Pave,Sawyer,1Fam,SFoyer,6,5,1966,Gable,GasA,Y,SBrkr,1,0,3,6,913,Typ,0,0,2007,WD
133000,535180120,75,10425,Pave,"NAmes",1Fam,1Story,5,5,1956,Gable,GasA,Y,SBrkr,1,0,3,5,1104,Typ,0,0,2008,WD
314813,528102090,90,11694,Pave,NridgHt,1Fam,1Story,9,5,2007,Hip,GasA,Y,SBrkr,2,0,3,9,1828,Typ,260,0,2007,New
135000,535302080,60,10950,Pave,"NAmes",1Fam,1Story,5,7,1952,Gable,GasA,Y,SBrkr,1,0,2,4,1064,Typ,0,0,2010,WD
113700,527450220,21,2058,Pave,BrDale,Twnhs,2Story,6,5,1973,Gable,GasA,Y,SBrkr,1,1,4,7,1218,Typ,0,0,2007,WD
235500,907187040,47,10820,Pave,CollgCr,1Fam,2Story,7,5,1999,Gable,GasA,Y,SBrkr,2,1,3,7,1873,Typ,0,0,2007,WD
140000,535303050,75,11310,Pave,"NAmes",1Fam,1Story,6,5,1954,Hip,GasA,Y,SBrkr,1,0,2,5,1375,Typ,0,0,2006,WD
115000,902201120,50,6000,Pave,OldTown,1Fam,1Story,5,5,1948,Gable,GasA,Y,SBrkr,1,0,2,5,789,Typ,0,0,2008,WD
235876,528435010,85,9965,Pave,Somerst,1Fam,1Story,7,5,2007,Gable,GasA,Y,SBrkr,3,2,3,6,1528,Typ,0,0,2007,New
177500,909276110,NA,7500,Pave,Crawfor,1Fam,2Story,6,7,1942,Gable,GasA,Y,SBrkr,1,0,3,7,1494,Typ,224,0,2009,WD
149500,905107070,74,7844,Pave,Sawyer,1Fam,2Story,6,7,1978,Hip,GasA,Y,SBrkr,1,1,3,6,1400,Typ,0,0,2006,WD
110000,909277070,NA,9260,Pave,Crawfor,1Fam,1.5Fin,5,4,1938,Gable,GasA,Y,FuseF,1,0,3,6,1374,Typ,100,0,2008,WD
169500,903450060,NA,7758,Pave,IDOTRR,1Fam,1.5Fin,7,4,1931,Gable,GasA,Y,FuseF,1,1,4,7,1818,Typ,184,0,2007,WD
167000,907420110,64,9045,Pave,CollgCr,1Fam,2Story,5,5,2005,Gable,GasA,Y,SBrkr,2,1,3,6,1536,Typ,0,0,2007,WD
149900,533212120,24,2544,Pave,Somerst,Twnhs,2Story,7,5,2005,Gable,GasA,Y,SBrkr,2,1,2,4,1223,Typ,0,0,2006,WD
201000,907196060,75,11166,Pave,CollgCr,1Fam,1Story,7,5,2001,Gable,GasA,Y,SBrkr,2,0,3,6,1492,Typ,168,0,2009,WD
153000,535403280,64,8712,Pave,"NAmes",1Fam,1Story,5,7,1957,Hip,GasA,Y,SBrkr,1,0,2,5,1306,Typ,0,0,2009,WD
355000,528344070,60,17433,Pave,NoRidge,1Fam,2Story,8,5,1998,Hip,GasA,Y,SBrkr,2,1,4,7,2475,Typ,256,0,2010,WD
128500,907202140,69,9920,Pave,CollgCr,1Fam,1Story,5,6,1969,Gable,GasA,Y,SBrkr,1,1,3,5,971,Typ,0,0,2006,WD
272000,907252120,NA,11423,Pave,CollgCr,1Fam,1Story,8,5,2001,Gable,GasA,Y,SBrkr,2,0,3,6,1601,Typ,0,0,2010,WD
150000,904100090,120,11136,Pave,Sawyer,Duplex,1Story,6,5,1964,Gable,GasA,Y,SBrkr,2,0,4,8,1921,Typ,0,0,2006,WD
552000,528176030,100,14836,Pave,NridgHt,1Fam,1Story,10,5,2004,Hip,GasA,Y,SBrkr,2,1,2,8,2492,Typ,0,0,2009,WD
168500,534250400,80,9600,Pave,NWAmes,1Fam,2Story,7,5,1974,Gable,GasA,Y,SBrkr,2,1,4,8,2061,Typ,196,0,2009,COD
150000,534428060,69,8973,Pave,"NAmes",1Fam,1Story,5,7,1958,Gable,GasA,Y,FuseA,1,1,3,6,1053,Typ,0,0,2006,WD
165500,923275040,NA,9101,Pave,Mitchel,1Fam,SFoyer,5,6,1978,Gable,GasA,Y,SBrkr,1,0,1,4,1110,Typ,0,0,2009,WD
212109,528458090,81,10411,Pave,Somerst,1Fam,2Story,5,5,2007,Gable,GasA,Y,SBrkr,3,0,3,8,1588,Typ,0,0,2007,New
173000,904101110,100,15263,Pave,ClearCr,1Fam,1Story,5,5,1959,Gable,GasA,Y,SBrkr,2,0,3,8,1675,Typ,0,0,2010,WD
250000,527108030,50,13128,Pave,Gilbert,1Fam,2Story,8,5,2005,Gable,GasA,Y,SBrkr,2,1,4,7,2064,Typ,0,0,2006,WD
194000,909276070,80,12400,Pave,Crawfor,1Fam,1.5Fin,5,6,1940,Gable,GasA,Y,SBrkr,1,1,2,7,1717,Typ,113,0,2006,WD
149500,903426180,57,8094,Pave,OldTown,1Fam,1.5Fin,4,5,1915,Gable,GasA,Y,SBrkr,1,1,4,9,1962,Typ,0,0,2010,WD
377500,527108070,42,14892,Pave,Gilbert,1Fam,1Story,9,5,2006,Gable,GasA,Y,SBrkr,2,0,3,7,1746,Typ,0,0,2009,WD
249000,528439080,70,8251,Pave,Somerst,1Fam,1Story,7,5,2005,Gable,GasA,Y,SBrkr,2,0,3,7,1506,Typ,0,0,2007,WD
342000,528150110,99,13069,Pave,NridgHt,1Fam,2Story,8,5,2004,Gable,GasA,Y,SBrkr,2,1,5,11,2956,Typ,0,0,2007,WD
187687,528228540,53,3710,Pave,Blmngtn,1Fam,1Story,7,5,2007,Gable,GasA,Y,SBrkr,2,0,2,5,1246,Typ,0,0,2008,New
225000,528228430,NA,3072,Pave,Blmngtn,TwnhsE,1Story,7,5,2004,Hip,GasA,Y,SBrkr,2,0,2,7,1548,Typ,0,0,2006,WD
301500,528390020,91,14303,Pave,NoRidge,1Fam,1Story,8,5,1994,Hip,GasA,Y,SBrkr,2,0,2,7,1987,Typ,0,0,2008,WD
124500,902109140,60,7596,Pave,OldTown,Duplex,2Story,5,5,1952,Hip,GasA,Y,SBrkr,2,0,4,10,1960,Typ,0,0,2009,COD
135000,532378160,65,6993,Pave,Sawyer,1Fam,1Story,5,7,1961,Gable,GasA,Y,SBrkr,1,0,3,6,1236,Typ,0,0,2006,WD
129500,923225200,41,2665,Pave,MeadowV,TwnhsE,2Story,5,7,1976,Gable,GasA,Y,SBrkr,2,0,4,6,1475,Typ,0,0,2008,WD
139000,535175030,80,9600,Pave,"NAmes",1Fam,1Story,6,6,1958,Hip,GasA,Y,SBrkr,2,0,3,6,1632,Min1,0,0,2009,WD
153000,905107280,NA,7703,Pave,Sawyer,1Fam,SFoyer,6,8,1978,Gable,GasA,Y,SBrkr,1,0,3,6,1034,Typ,0,0,2008,WD
185000,906475070,NA,28698,Pave,ClearCr,1Fam,2Story,5,5,1967,Flat,GasA,Y,SBrkr,2,1,3,7,2126,Min2,225,0,2009,WD
235000,905202230,NA,13500,Pave,ClearCr,1Fam,1Story,6,7,1960,Flat,GasA,Y,SBrkr,1,0,1,4,1252,Typ,0,0,2008,WD
224900,907290040,48,12137,Pave,CollgCr,1Fam,1Story,7,5,1998,Gable,GasA,Y,SBrkr,2,0,3,6,1661,Typ,0,0,2010,WD
99500,910206110,60,7392,Pave,IDOTRR,1Fam,1Story,5,7,1930,Gable,GasA,Y,FuseA,1,0,2,5,912,Typ,0,0,2008,WD
230500,528240080,106,11194,Pave,Gilbert,1Fam,2Story,8,5,2000,Gable,GasA,Y,SBrkr,2,1,3,7,1936,Typ,0,0,2006,WD
424870,906340090,77,9965,Pave,CollgCr,1Fam,2Story,8,5,2006,Hip,GasA,Y,SBrkr,3,0,4,11,2828,Typ,0,0,2007,New
149300,907425010,NA,4426,Pave,CollgCr,TwnhsE,1Story,6,5,2004,Gable,GasA,Y,SBrkr,1,0,1,3,848,Typ,0,0,2008,WD
147983,906226090,64,7018,Pave,SawyerW,Duplex,2Story,5,5,1979,Gable,GasA,Y,SBrkr,2,0,6,8,2228,Typ,0,0,2009,WD
182000,528462040,95,11639,Pave,Somerst,1Fam,1Story,7,5,2007,Gable,GasA,Y,SBrkr,2,0,3,6,1428,Typ,0,0,2008,New
215000,906223180,80,9554,Pave,SawyerW,1Fam,2Story,8,5,1993,Gable,GasA,Y,SBrkr,2,1,3,8,1911,Typ,0,0,2006,WD
120000,534276160,70,7535,Pave,"NAmes",1Fam,1Story,5,7,1958,Gable,GasA,Y,SBrkr,1,0,2,5,912,Typ,0,0,2007,WD
135750,534277070,NA,8475,Pave,"NAmes",1Fam,1Story,4,7,1956,Gable,GasA,Y,FuseA,1,0,2,4,952,Typ,0,0,2008,WD
194000,906380160,74,8556,Pave,CollgCr,1Fam,1Story,7,5,2006,Gable,GasA,Y,SBrkr,2,0,2,5,1240,Typ,0,0,2007,WD
131250,923252075,62,7706,Pave,Mitchel,1Fam,SLvl,6,5,1993,Gable,GasA,Y,SBrkr,1,0,2,5,1091,Typ,0,0,2009,WD
151000,527402060,65,9750,Pave,"NAmes",1Fam,1Story,6,8,1969,Gable,GasA,Y,SBrkr,1,1,3,6,1054,Typ,80,0,2008,WD
164500,534175100,78,10140,Pave,NWAmes,1Fam,1Story,7,6,1967,Hip,GasA,Y,SBrkr,2,0,3,7,1334,Typ,264,0,2006,WD
146000,534226060,71,9230,Pave,"NAmes",1Fam,1Story,5,8,1965,Hip,GasA,Y,SBrkr,1,1,1,6,1200,Typ,0,0,2006,WD
199500,528218150,100,18494,Pave,Gilbert,1Fam,1Story,6,5,2005,Gable,GasA,Y,SBrkr,2,0,3,6,1324,Typ,0,0,2010,WD
102776,911202100,66,8712,Pave,IDOTRR,1Fam,1.5Fin,4,7,1900,Gable,GasA,Y,SBrkr,1,0,2,7,1178,Typ,0,0,2010,WD
134000,908188110,24,2522,Pave,Edwards,Twnhs,2Story,7,5,2004,Gable,GasA,Y,SBrkr,2,0,3,7,1709,Maj1,0,0,2006,WD
141000,907425015,NA,4426,Pave,CollgCr,TwnhsE,1Story,6,5,2004,Gable,GasA,Y,SBrkr,1,0,1,3,848,Typ,0,0,2008,WD
136905,534175010,NA,11500,Pave,NWAmes,Duplex,1Story,5,6,1976,Gable,GasA,Y,SBrkr,2,0,4,8,1680,Typ,0,0,2007,WD
111250,527425035,NA,12735,Pave,"NAmes",1Fam,1Story,4,5,1972,Hip,GasA,Y,SBrkr,1,0,3,5,864,Typ,0,0,2008,COD
34900,902477120,60,7879,Pave,IDOTRR,1Fam,1Story,4,5,1920,Gable,GasA,N,FuseA,1,0,2,4,720,Typ,0,0,2009,WD
185000,527276160,85,11900,Pave,Gilbert,1Fam,2Story,5,6,1977,Gable,GasA,Y,SBrkr,2,1,3,6,1934,Typ,200,0,2009,WD
300000,528118110,120,13975,Pave,NridgHt,1Fam,2Story,9,5,2005,Hip,GasA,Y,SBrkr,2,1,4,10,2206,Typ,0,0,2006,New
52000,534451170,56,4130,Pave,BrkSide,1Fam,1Story,3,6,1935,Gable,GasA,Y,SBrkr,1,0,2,5,729,Maj2,0,0,2008,WD
153500,527376090,78,10140,Pave,NWAmes,1Fam,1Story,5,6,1975,Gable,GasA,Y,SBrkr,1,1,3,6,1074,Typ,0,0,2006,WD
267916,533238045,57,12853,Pave,Somerst,1Fam,1Story,8,5,2010,Gable,GasA,Y,SBrkr,1,1,1,6,1418,Typ,0,0,2010,New
252000,526303060,NA,39384,Pave,"NAmes",1Fam,1Story,6,6,1957,Gable,GasA,Y,SBrkr,1,1,1,4,1390,Min1,0,0,2006,WD
157500,902102060,60,10440,Pave,OldTown,1Fam,2Story,5,8,1904,Gable,GasA,Y,SBrkr,2,0,3,8,1539,Typ,0,0,2008,WD
315000,528366040,NA,12585,Pave,NoRidge,1Fam,2Story,8,5,1993,Gable,GasA,Y,SBrkr,2,1,3,8,2799,Typ,0,0,2006,WD
